-6.736787780240840462e-01,-1.303719810798655399e+00,-1.186752345731459934e+00,-5.823208055901565317e-01
-1.127038842234114213e+00,-5.443923399779792005e-01,-6.538472938959306591e-01,-8.851118555848306313e-01
-1.158695736370181972e+00,-9.834702055060265957e-01,-6.909483556657587400e-01,-1.256828686547365237e+00
-7.640045898475182895e-01,-1.321691583840451267e+00,-1.233241350406863113e+00,-5.909512297436052553e-01
1.926399785948187393e-01,-1.354854719755762327e+00,-1.114042016631100251e+00,-4.238345856854912053e-01
-1.582033191189504251e+00,-9.936381937938540965e-01,-7.201980585041608540e-01,-1.338767852747473786e+00
-1.290189276922984796e+00,-6.696171159327521938e-01,-5.095251420918031071e-01,-1.110817931053670549e+00
-1.095356316375322603e+00,-1.429737373499760045e+00,-1.191636090236224632e+00,-8.318022278426320248e-01
-1.132034151970609637e+00,-3.562778527249162996e-01,-7.439577170142600698e-03,-1.373331602673484975e+00
5.413135577738247273e-01,-1.124024863659994988e+00,-1.119076023970762002e+00,4.483007949057340458e-01
-9.538494030237519850e-01,-1.058995995768350351e+00,-1.210616578677512933e+00,-7.898432692197795424e-01
-1.203075354935562613e+00,-8.062095914691466692e-02,-1.623761001144215510e-01,-8.054946207419915183e-01
-1.336027157918764807e+00,-3.774882490390149559e-01,-3.682178423507871945e-01,-1.045547481348038765e+00
-1.066731288496013175e+00,-9.093925014138811713e-01,-8.672232387417753152e-01,-7.752589564246897824e-01
-1.158609375840170319e+00,3.660919707758694686e-01,-2.782008691940923706e-01,-1.181793396236949567e+00
